"encriptado"	"periodo"	"sat entel"	"literal"
"19021"	"DxlfKuWSUSsv"	"2019_q1"	7	"0"
"19022"	"BmpQeoQLtEX1"	"2018_q2"	5	"COBERTURA TELEFONICA ME ESTOY QUEDANDO EN MUCHOS LUGARES SIN SEÑAL"
"19023"	"BmpQeoQLtEX1"	"2019_q1"	5	"MEJOR COBERTURA EN GENERAL SE CAE COMO INTERNETT"
"19024"	"pOb6VPzJE3Rh"	"2018_q1"	5	"SC"
"19025"	"u842XSk2bDcr"	"2020_q2"	7	"NADA"
"19026"	"u842XSk2bDcr"	"2019_q2"	7	"FUNCIONA TYODO BIEN"
"19027"	"uPb8zKmXJEed"	"2018_q1"	1	"HACE UN AÑO O MAS EL SERVICIO DE ENTEL HA SIDO PESIMO, SE CAE LA SEÑAL, NO SOLO EN LA ZONA SUR SINO EN TODAS PARTES, EL EQUIPO QUE TENGO SIEMPRE ME LLAMAN Y PASA A BUZON DE VOZ.."
"19028"	"o5G0qP72THFB"	"2018_q1"	7	"S/C"
"19029"	"o5G0qP72THFB"	"2020_q2"	6	"LA ULTIMA VEZ QUE FUI A CAMBIAR EL APARATO  AHORA LO TENGO QUE COMPRAR Y ANTES LO COMPRABA EN CUOTAS Y LA NIÑA ME DIJO QUE AHORA NO SE ODIA Y TUVE QUE COMPRAR EN CASA COMERCIAL"
"19030"	"EfoOiU43pm4n"	"2020_q1"	7	"QUE CUMPLAN CUANDO LE DICEN QUE VAN A DEVOLVER EL LLAMADO"
"19031"	"eVXyl8OMfon3"	"2020_q2"	7	"NADA"
"19032"	"Dtp94JHUa3FD"	"2020_q2"	7	"LA COBERTURA MEJORARLA."
"19033"	"K1LkW32dR1DD"	"2018_q2"	7	"0"
"19034"	"K1LkW32dR1DD"	"2019_q2"	6	"NOSOTROS COMO SOCIEDAD VOLVIMOS A ENTEL Y NO HEMOS TENIDO NECESIDAD DE CAMBIARNOS, CON EL TEMA DE LA FACTURA ELECTRONICA Y NO HEMOS TENIDO PROBLEMAS."
"19035"	"JK7gOqbI3YM3"	"2020_q2"	7	"NO SE, IR BAJANDO LOS PRECIOS. AVISAR CUANDO BAJEN LOS PRECIOS."
"19036"	"5bErzYciXigu"	"2018_q1"	7	"SC"
"19037"	"5bErzYciXigu"	"2018_q2"	5	"QUE LOS EJECUTIVOS MANEJARAN LA MISMA INFORMACION ANTE LAS CONSULTAS SOBRE CAMBIOS DE EQUIPOS O SERVICIOS .ME HA OCURRIDO QUE AL CONSULTAR LOS EJECUTIVOS ME HAN DADO DISTINTAS OPCIONES."
"19038"	"LI7kO7kc9TcD"	"2020_q2"	7	"NADA"
"19039"	"LI7kO7kc9TcD"	"2020_q1"	7	"NADA"
"19040"	"Imgt6Z620wAm"	"2018_q1"	6	"SC"
"19041"	"CASg0mYmRxd3"	"2021_q1"	7	"NADA"
"19042"	"CASg0mYmRxd3"	"2019_q1"	7	"NADA"
"19043"	"CASg0mYmRxd3"	"2018_q2"	7	"POR QUE SIEMPRE ME AYUDA EN TODO LO QUE REQUIERO"
"19044"	"CASg0mYmRxd3"	"2018_q2"	5	"SOLUCIONEN  LOS PROBLEMAS"
"19045"	"IHgaImFEAxC7"	"2018_q2"	6	"FALTA CAJAS DE PAGO FRENTE PLAZA DE ARMA CONCEPCION-"
"19046"	"BM9Tm5KZLTTV"	"2019_q1"	6	"POR UN TEMA DE TIEMPO EN DEMORA EN LAS RESPUESTAS"
"19047"	"BM9Tm5KZLTTV"	"2019_q2"	6	"MAS CONTACTO CON EL EJECUTIVO"
"19048"	"NLS9vrbymEgE"	"2019_q1"	7	"NADA LO HACE BIE FUNCIONAN BIEN"
"19049"	"NLS9vrbymEgE"	"2018_q1"	4	"SC"
"19050"	"ituIFJsdLGsQ"	"2018_q2"	5	"SC"
"19051"	"8VNTSVwCDHVh"	"2020_q2"	6	"EL TEMA DE LOS PRECIOS."
"19052"	"mzQnGAGW9dmf"	"2018_q2"	7	"S C"
"19053"	"1rrhxFvybA6q"	"2019_q2"	7	"QEU SE DE A PRESENTAR CON UNA LLAMADA TELEFONICA ESTA MUY AL DEVE NUNCA ESTAN ATENTOS SI UNO NO LLAM A ENTEL EL VENDEDOR DEVE SAVER SI ESTA SETISFECHO Y RESIVO LLAMDAS DE OTROS Y EN CUALQUEIR MOIMENTO ME CAMBIO"
"19054"	"1rrhxFvybA6q"	"2020_q2"	5	"NO HALLA TANTA BUROCRACIA QUE LOS TRAMITES NO DEMOREN TANTO"
"19055"	"1rrhxFvybA6q"	"2019_q1"	7	"QUE EL EJECUTIVO SE PRESENTE QUE LLAMEN Y DIGAN QUIEN ES EL EJECUTIVO"
"19056"	"1rrhxFvybA6q"	"2018_q1"	7	"QUE INFORMEN CUANDO HAYA ACTUALIZACION DE PLANES"
"19057"	"IQpJ2IAhYlRy"	"2020_q2"	7	"NADA"
"19058"	"IQpJ2IAhYlRy"	"2018_q2"	7	"NADA"
"19059"	"IQpJ2IAhYlRy"	"2019_q2"	7	"SC"
"19060"	"IQpJ2IAhYlRy"	"2020_q1"	5	"TUVE UN EVENTO SEVERO CON EL INTERNET  PORQUE HUBO UNA INCOMUNICACION DE AÑOS CON RESPECTO A PAGOS Y COBROS SE CORTO EL INTERNET DE IMPREVISTO Y NO AVISARON"
"19061"	"IQpJ2IAhYlRy"	"2019_q1"	7	"NADA."
"19062"	"YfZNXdf6On4Y"	"2020_q1"	7	"NADA"
"19063"	"YfZNXdf6On4Y"	"2018_q2"	6	"NO TENGO SUGERWENIAS"
"19064"	"moXUDUvdRolF"	"2020_q2"	6	"TENER PLANES DE MANTENCION PARA LOS USUARIOS, POR EJEMPLO MI SRA LLAMO PARA RENOVAR EL TELFONO Y COBRAN MAS CARO QUE SI UNA PERSONA SE PORTA A ENTEL"
"19065"	"g52deOVvJOh1"	"2019_q1"	6	"SOPORTE TECNICO HA SIDO FRUSTANTE EN RESPUESTAS NO RAPIDAS----"
"19066"	"g52deOVvJOh1"	"2018_q1"	6	"EN GENERAL MUY CONTENTO CON  EL SERVICIO Y EN PARTICULAR CON LA ATENCION DE LOS SERVICIOS MOVILES ES EL AREA DONDE DEBO REALIZAR MAS LEVANTAMIENTOS ES BASTANTE BUENA RELACION"
"19067"	"g52deOVvJOh1"	"2018_q2"	5	"-"
"19068"	"g52deOVvJOh1"	"2019_q1"	6	"SOPORTE TECNICO HA SIDO FRUSTANTE EN RESPUESTAS NO RAPIDAS----"
"19069"	"g52deOVvJOh1"	"2020_q2"	7	"MAYOR CONTACTOS CON LOS CLIENTES TOMAR INICIATIVA"
"19070"	"g52deOVvJOh1"	"2018_q2"	5	"0"
"19071"	"g52deOVvJOh1"	"2018_q1"	6	"EN GENERAL MUY CONTENTO CON  EL SERVICIO Y EN PARTICULAR CON LA ATENCION DE LOS SERVICIOS MOVILES ES EL AREA DONDE DEBO REALIZAR MAS LEVANTAMIENTOS ES BASTANTE BUENA RELACION"
"19072"	"g52deOVvJOh1"	"2020_q2"	7	"MAYOR CONTACTOS CON LOS CLIENTES TOMAR INICIATIVA"
"19073"	"uzudbzOH6ZbH"	"2021_q1"	4	"QUE LO CONTACTE UN  EJECUTIVO PARA RESOLVER UN PROBLEMA DE FACTURAS"
"19074"	"M2VwIceE2fus"	"2019_q2"	7	"NUNCA HE TENIDO UN PROBLEMA CON ENTEL  ,ASI QUE NADA, SOLO ESO"
"19075"	"j0JP0IdN8HYX"	"2019_q1"	4	"ATENCION EJECUTIVA"
"19076"	"j0JP0IdN8HYX"	"2018_q1"	4	"SC"
"19077"	"iUX4yuUwU37E"	"2020_q2"	7	"BENEFICIAR A CLIENTES  ANTIGUOS NO  SOLO LOS CLIENTES NUEVOS"
"19078"	"pwQ63TQKnsTU"	"2020_q2"	9	"QUE CUENTEN CON AREA COMERCIAL MAS EXPEDITA Y QUE SE LE ASIGNE EJECUTIVO PARA SU EMPRESA"
"19079"	"8DJRxUvbPwcI"	"2020_q1"	5	"UN CONTACTO MAS PERSONAL"
"19080"	"wyqqOpB6gQAa"	"2019_q1"	6	"QUE NO SEAN TAN BUROCRATICOS A LA HORA DE SOLUCIONAR UN PROBLEMA LE TIRAN A GRABACIONES QUE LA ATENCION SEA MAS PERSONALIZADA"
"19081"	"ydgGtBSjnwh9"	"2020_q1"	5	"TENER MEJOR COBERTURA VOY EN EL METRO Y SE ME VA Y ESO PERJUDICA"
"19082"	"X4fjvyRtsgqn"	"2020_q2"	7	"MEJORAR LAS RESPUESTAS Y EL TIEMPO DE ESPERA"
"19083"	"tFTyhDMlhZcS"	"2019_q1"	3	"-"
"19084"	"tFTyhDMlhZcS"	"2020_q1"	4	"DEBRIAN MEJORAR LA COMUNUCACION ENTRE ESTAMENTOS DENTRO DE ENTEL NO SE COMUNICAN LOS ACUERDOA QUE SE HACEN ENTRE AREAS, ME TIENEN UNAS FACTURAS PAGADAS EN ALGO PARECIDO A DICOM."
"19085"	"tFTyhDMlhZcS"	"2020_q2"	1	"QUE UBIERA MAS COMUNICACION ENTRE LOS DEPARTAMENTOS PORQUE E PAGADO LA CUENTA Y A VECES  IGUAL ME CORTAN EL SERVICIO ADEMAS QUE DEBERIAN ENTREGAR  MEJOR INFORMACION DE LO QUE OFRECEN A LOS CLIENTES"
"19086"	"tFTyhDMlhZcS"	"2019_q2"	4	"MEJORAR LOS CANALES DE COMUNICACION HACIA EL CLIENTE Y REVISR LA INFRAESTRUCTURA DE LA SEÑAL"
"19087"	"tFTyhDMlhZcS"	"2019_q2"	4	"MEJORAR LOS CANALES DE COMUNICACION HACIA EL CLIENTE Y REVISR LA INFRAESTRUCTURA DE LA SEÑAL"
"19088"	"tFTyhDMlhZcS"	"2019_q1"	2	"AGILICEN EL FLUJO DE NOTAS DE CREDITOS PENDIENTES, HACE 6 MESES QUE ESPERA. PROBLEMAS DE COBERTURA ULTIMAMENTE, SOBRE TODO EN MELIPILLA Y SANTAGO Y TALCA"
"19089"	"tFTyhDMlhZcS"	"2019_q1"	2	"AGILICEN EL FLUJO DE NOTAS DE CREDITOS PENDIENTES, HACE 6 MESES QUE ESPERA. PROBLEMAS DE COBERTURA ULTIMAMENTE, SOBRE TODO EN MELIPILLA Y SANTAGO Y TALCA"
"19090"	"NxJ25ahW3a6y"	"2019_q2"	6	"ASISTENCIA CON LA PAGINA WEB"
"19091"	"NxJ25ahW3a6y"	"2018_q2"	7	"NO"
"19092"	"kmsIYl4OHUIh"	"2020_q2"	7	"QUE LOS SISTEMA DE COMUNICACION TELEFONICO SON LARGOS Y ENGORROSOS Y UNO TERMINA CORTANDO EL LLAMADO Y YENDO A LA SUCURSAL."
"19093"	"kP0F83nQcQ57"	"2019_q2"	7	"REVISAR LAS INSTALACIONES QUE TIENE EN FORMA PERIODICA"
"19094"	"kP0F83nQcQ57"	"2019_q1"	5	"QUE VENGAN HA REVISAR EL TEMA DE LA SEÑAL EN NUESTRO SECTOR."
"19095"	"5ogieIBdF0ez"	"2020_q1"	6	"SIEMPRE UNO ESPERA ALGUNA ATENCION EN EL PRECIO DEL VALOR DEL SERVICIO PODER TENER MAYOR CAPACIDAD DE MAS MEGAS"
"19096"	"5ogieIBdF0ez"	"2018_q2"	6	"ME CAMBIE HACE POCO A ENTEL Y FUE FLUIDO TODO Y HA ENTREGADO TODA LA INFORMACION Y HA CUMPLIDO CON TODO LO DICHO"
"19097"	"5ogieIBdF0ez"	"2020_q2"	6	"QUE EL EJECUTIVO SE CONTACTARA CON UNO MAS SEGUIDO INDEPENDIENTE  DE TENER REQUERIMIENTO"
"19098"	"U3EJmg1EkIA1"	"2019_q1"	1	"QUE DEN SOLUCIONES RAPIDAS SERVICIO TECNICO , SE CAE EL SERVICIO DE INTERNET  ALOMENOS 2 VECES A LA SEMANA"
"19099"	"U3EJmg1EkIA1"	"2019_q2"	1	"CERO COMUNICACION CON ELLOS Y CERO EMPATIA CON EL CLIENTE SON CAMPEONES  PARA COBRAR EL SERVICIO ES MALO LA ATENCION FIRME UN CONTRATO QUE TENIA VELOCIDAD ESCEPCIONAL PARA LA  EMPRESA Y FUNCIONA MEJOR EL INTERNET DE LA CASA ES PESIMO Y ES CARO"
"19100"	"U3EJmg1EkIA1"	"2018_q2"	1	"QUE SE PREOCUPEN DEL CLIENTE,LLAMO Y NO RESPONDEN,TUVE UN PROBLEMA Y EL SERVICIO TECNICO QUEDO DE VENIR.CUANDO LOS LLAME PORQUE NO LLEGABAN EL TECNICO ME RESPONDIO-A ESTA HORA YO NO VOY."
"19101"	"U3EJmg1EkIA1"	"2018_q1"	3	"EL SERVICIO SI BIEN ES MUY CARO NO ES LO QUE UNO ESPERA ELLOS LO VENDEN COMO UN GRAN PRODUCTO LO CUAL NO LO ES."
"19102"	"C8rZZ9fk16MQ"	"2020_q2"	7	"NADA"
"19103"	"E5gjPHmxLvSL"	"2018_q2"	6	"NO SE ME OCURRE NADA"
"19104"	"E5gjPHmxLvSL"	"2020_q2"	5	"LA ATENCION LOCAL MEJORAR ES ATENCION Y LO OTRO QUE LA FACTURA NUNCA LE LLEGA"
"19105"	"E5gjPHmxLvSL"	"2018_q2"	7	"0"
"19106"	"E5gjPHmxLvSL"	"2018_q1"	6	"S C"
"19107"	"IIVkDJ07hgwA"	"2018_q1"	7	"SC"
"19108"	"IIVkDJ07hgwA"	"2019_q2"	6	"NADA"
"19109"	"ramqNLcw36Zy"	"2019_q2"	6	"QUE NOS VOLVIERAN A ASIGNAR UN EJECUTIVO DE ATENCION, COMO ANTES."
"19110"	"N3YADEIIsTt9"	"2018_q2"	4	"-"
"19111"	"N3YADEIIsTt9"	"2019_q1"	5	"QUE TENGAN UNA MEJOR ATENCION QUE LOS EJECUTIVOS RESPONDAN DE MANERA OPORTUNA."
"19112"	"N3YADEIIsTt9"	"2018_q2"	4	"0"
"19113"	"N3YADEIIsTt9"	"2019_q1"	5	"QUE TENGAN UNA MEJOR ATENCION QUE LOS EJECUTIVOS RESPONDAN DE MANERA OPORTUNA."
"19114"	"09dHPiEvKbRo"	"2018_q1"	6	"SC"
"19115"	"Mw8NSK3iganA"	"2020_q2"	5	"QUE SEA MAS FACIL COMUNICARSE CON ENTEÑL"
"19116"	"R9j32cUGtbNG"	"2020_q1"	6	"QUE FUERAN MAS RAPIDAS LAS RESPUESTAS"
"19117"	"vKlJ5TFv5vo4"	"2020_q1"	5	"MAYOR INFORMACION EN CUANTO A LOS PAGOS  ME HAN CORTADO EL SERVICIO  Y NO ME LLEGA INFORMACION PREVIA  ME GUSTARIA QUE ME LO DIJERAN  COMO RECORDATORIO"
"19118"	"vKlJ5TFv5vo4"	"2020_q2"	6	"PAGAR ATRASADA LA FACTURA Y NO QUEDA HABILITADO EL  SERVICIO DE MANERA INMEDIATA, ANTES QUE CORTEN QUE ME AVISEN EL DIA ANTERIOR"
"19119"	"yn1kzrDPgwHP"	"2019_q2"	5	"S.C."
"19120"	"WOx7iByucHzA"	"2018_q1"	5	"SC"
"19121"	"WOx7iByucHzA"	"2018_q2"	5	"MAYOR PREOCUPACION CON LOS CLIENTES POR QUE TODO ES A TRAVES DE UN SISTEMA DE VOZ  CON UNA BUROCRACIA    NO HAY ATENCION PERSONALIZADA       LO OTRO    BENEFICIOS PARA LOS CLIENTES ANTIGUOS Y TEMAS DE EQUIPOS SON RE POCAS LAS OPERACIONES QUE HAY   Y LA COBERTURA DE SEÑAL ESTAN PEOR CON MI EQUIPO ME CAMBIE A MOVISTAR SIGO MANTENDIENDO EQUIPOS DE ENTEL  PERO EN MOVISTAR LA SEÑAL HA MEJORADO BASTANTE     ESO"
"19122"	"WOx7iByucHzA"	"2019_q2"	5	"0"
"19123"	"XMbFehR11F7M"	"2019_q1"	5	"SUPERVISION ASESORIA EN EL TEMA DE PLANES DE TELFONOS DE EQUIPOS PORQUE UNO SE ENCUENTRA QUE VA A LA SUCURSAL HACER CONSULTAS  UNO NECESITA ASESORIA DE EQUIPOS Y PLANES Y NO SE COMO USAR LOS BENEFICIOS DE LA   EMPRESA CUANDO UNO VA A LA SUCURSAL EN CURICO ES LARGO EL TRAMITE TE DAN UNA SOLUCION PERO NO ME VENGO  CONFORME"
"19124"	"XMbFehR11F7M"	"2018_q2"	1	"IR A LA SUCURSAL HAY QUE DISPONER DE MUCHO TIEMPO POR QUE ES MUY LARGA LA ESPERA  Y LO OTRO HAY MUCHA ROTACION DE PERSONAL MAXIMO UN PAR DE VECES ENTREVISTARSE CON LA MISMA PERSONA EN  UN TEMA ESPECIFICO QUE LE ASIGNE UNA PERSONA A UNO QUE ME ATIENDA EN LO POSIBLE TENER UNA EJECUTIVA ASIGNADA QUE NO ME ATIENDA UNA PERSONA DIFERENTE  QUE HAYA QUE PRESENTARSE DE NUEVO"
"19125"	"XMbFehR11F7M"	"2019_q2"	5	"NO"
"19126"	"iThgaP03XzrT"	"2018_q1"	1	"SC"
"19127"	"b7mDlwvtlej1"	"2018_q1"	7	"SC"
"19128"	"b7mDlwvtlej1"	"2019_q1"	6	"HAY CAMBIOS PERIODICOS DE OFICINAS CAMBIAN AQUI A YA Y LOS EJECUTIVOS SE BVAN CAMBIANDO AVES NOESTAN ESTABILIZADOIS COMO EMPRESA CON UN APOFICIAN UNA CACA OTRA ARRRIBA"
"19129"	"b7mDlwvtlej1"	"2019_q1"	6	"HAY CAMBIOS PERIODICOS DE OFICINAS CAMBIAN AQUI A YA Y LOS EJECUTIVOS SE BVAN CAMBIANDO AVES NOESTAN ESTABILIZADOIS COMO EMPRESA CON UN APOFICIAN UNA CACA OTRA ARRRIBA"
"19130"	"tnnWl6CeuayL"	"2020_q1"	7	"NADA"
"19131"	"5qHXxyGo49MR"	"2019_q2"	7	"NO NADA"
"19132"	"5qHXxyGo49MR"	"2020_q2"	7	"NADA HE TENIDO BUENA EXPERIENCIA SIGAN IGUAL"
"19133"	"IfsHOiHNaRay"	"2019_q1"	2	"QUE LOS PROBLEMAS SEAN RESUELTOS EN BASE A LA CERO AYUDA QUE TUBIMOS CON EL EJECUTIVO EL VINO ESTUBO CON NOSOTROS"
"19134"	"d21c16HJaGAQ"	"2021_q1"	2	"PARTIR POR MEJORAR LA SEÑAL Y TENER ATENCION PREFERENCIAL PARA EMPRESA  Y VOY A RETIRAR LAS 5 LINEAS DE ENTEL"
"19135"	"GUNvHeCI4DD7"	"2018_q2"	7	"SC"
"19136"	"2wj7XT7yvXjt"	"2018_q1"	7	"SC"
"19137"	"52zw8uvbrFb3"	"2020_q2"	7	"UNA VISITA A TERRENO"
"19138"	"CaD10YliqCy0"	"2018_q2"	5	"QUE MEJORE LA CONECTIVIDAD, A VECES SE CORTA Y DE REPENTE NNO PUEDO HACER LLAMADAS, MEJORAR LA SEÑAL"
"19139"	"CaD10YliqCy0"	"2019_q1"	5	"LA SEÑAL MUY MALA HE ESTADO  A PUNTO  DE CAMBIARME  COMO HE  ESTATO TANTO TIEMPO NO ME HE CAMBIADO"
"19140"	"2WaKnzT8x9zR"	"2020_q2"	7	"HASTA EL MOMENTO ESTOY CONFORME CON ENTEL ESTOY CONTENTA."
"19141"	"2WaKnzT8x9zR"	"2020_q2"	7	"ESTOY SATISFECHA"
"19142"	"coGt34fx5MQx"	"2019_q1"	5	"que me llame el ejecutivo, QUE MANDE MAIL Y SE PRESENTE"
"19143"	"coGt34fx5MQx"	"2020_q2"	6	"QUE SI UNO VA NECESITAR UN EJECUTIVO NO SOLO PRESENTARSE POR AMAIL SINO LLEVAR UNA BUENA RELACION AUNQUE NO LO NECESITE ASI FIDELIZEN A SUS CLIENTES"
"19144"	"GOCJSTaAhkue"	"2018_q2"	5	"mejor ejercicio de pos venta y mayoe preocupación por el cliente"
"19145"	"TXkAuWWn735J"	"2018_q1"	7	"sc"
"19146"	"TXkAuWWn735J"	"2018_q2"	7	"QUE NO SEA TAN DIFICIL COMUNICARSE CON LA PERSONA QUE DESEA CONTACTAR"
"19147"	"TXkAuWWn735J"	"2020_q2"	7	"TAL VEX ESTS RPEGUNTADN SI NECESTAMOS ALG O OFRECER UEVAS OFERTAS  O NUEVOS PLANES  CUNADO CAMBIE LOS PLANE QUE NOS AVISEN   AO CUANDO TENGA NN OFERTASDD DE EQUIPOS  QUENOS INFORMAEN"
"19148"	"TXkAuWWn735J"	"2019_q2"	7	"MAS DIVERSIDAD DE EQUIPOS"
"19149"	"CI0OpkCOpl3k"	"2020_q2"	7	"NADA"
"19150"	"CI0OpkCOpl3k"	"2020_q2"	7	"SC"
"19151"	"vnpZYL9gZU9P"	"2019_q1"	7	"NADA"
"19152"	"upyNMnquZky9"	"2020_q2"	4	"MEJOR ATENCION AL CLIENTE EMPRESA HE TENIDO VARIOS PRBLEMAS Y ERA UN CACHO POR LO GENERAL NO TE AYUDAN EN EL MOMENTO TE DERIVAN A ALGUIEN AL FINAL ES UNA MOLESTIA"
"19153"	"xVP2xjJItSun"	"2018_q2"	7	"POR QUE ES BUENA LA ATENCION     ES ATENTO RESUELVE LOS REQUERIMIENTOS"
"19154"	"xVP2xjJItSun"	"2018_q2"	7	"SC"
"19155"	"5kXf7MOCnKMZ"	"2019_q2"	5	"NADA"
"19156"	"5kXf7MOCnKMZ"	"2020_q1"	7	"NADA"
"19157"	"5kXf7MOCnKMZ"	"2018_q1"	3	"OJALA ME ASIGNEN LUEGO EJECUTIVO COMERCIAL YA QUE TENEMOS PROBLEMAS PENDIENTES DESDE FEBRERO."
"19158"	"5kXf7MOCnKMZ"	"2019_q1"	5	"MENOS ROTACION DE LOS EJECUTIVOS COMERCIALES"
"19159"	"5kXf7MOCnKMZ"	"2018_q2"	5	"mas promociones  PARA EMPRESA QUE ENVIEN Y QUIE INFORMEN"
"19160"	"9bHdifFJXsBM"	"2020_q1"	6	"CUESTA MUCHO COMUNICARSE, HAY QUE ESPERAR MAS DE 4 MIN ESPERANDO QUE ALGUIEN RESPONDA"
"19161"	"9bHdifFJXsBM"	"2020_q2"	6	"MAS PREOCUPACION DE LOS CLIENTES"
"19162"	"9bHdifFJXsBM"	"2019_q2"	6	"DE REPENTE EN ALGUNOS PROCESOS SON UN POCO ENGORROSO A TENIDO UNA BUENA AYTENCION MAYORES PROBLEMAS NO HEMOS TENIDO"
"19163"	"9bHdifFJXsBM"	"2020_q1"	6	"LAS VECES QUE HE NECESITADO COMUNICARME CON LOS EJECUTIVOS HAN ESTADO DISPONIBLE Y HAN SOLUCIONADO LOS PROBLEMAS"
"19164"	"nafvUPYV7ZX1"	"2018_q2"	5	"SC"
"19165"	"bwIRysd1vG6N"	"2020_q2"	6	"NO HASTA EL MOMENTO NADA HA ESTADO SUPER BIEN"
"19166"	"bwIRysd1vG6N"	"2020_q2"	6	"NO HASTA EL MOMENTO NADA HA ESTADO SUPER BIEN"
"19167"	"bwIRysd1vG6N"	"2019_q2"	6	"SOLAMENTE CUANDO NOS LLAMAN EL OULOT ME TRANFIEREN DE UNO A OTRO NO HAY UN TELEFONO DIRECTO PARA LLAMAR"
"19168"	"bwIRysd1vG6N"	"2020_q1"	6	"NO NADA  FUNCIONA BIEN  SE  CAE LA SEÑAL PERO PORQUE NOSOTROS ESTAMOS POR IP PERO NADA MAS QUE ESO MEJORAR LA CAIDA DEL INTERNET  Y TELEFONIA  FIJA SE CAE DURA COMO CINCO MINUTOS Y PASA COMO CUATRO VECES EN EL MES"
"19169"	"bwIRysd1vG6N"	"2020_q1"	6	"NO NADA  FUNCIONA BIEN  SE  CAE LA SEÑAL PERO PORQUE NOSOTROS ESTAMOS POR IP PERO NADA MAS QUE ESO MEJORAR LA CAIDA DEL INTERNET  Y TELEFONIA  FIJA SE CAE DURA COMO CINCO MINUTOS Y PASA COMO CUATRO VECES EN EL MES"
"19170"	"bwIRysd1vG6N"	"2019_q2"	6	"SOLAMENTE CUANDO NOS LLAMAN EL OULOT ME TRANFIEREN DE UNO A OTRO NO HAY UN TELEFONO DIRECTO PARA LLAMAR"
"19171"	"FMzqJqcmvjJu"	"2020_q2"	7	"ESTAMOS EN TIEMPO  DE PANDEMIA A SIDO COMPLICADO QUE EL EJECUTIVO ESTE LLAMANDO  Y OFRECIENDO SERVICIOS  EQUIPOS Y BUENOS PRECIOS   LLEVAMOS 5 AÑOS CON USTEDES NUNCA NOS HAN LLAMADO OFRECIENDO EQUIPOS A COSTO CERO TOMAR ALTERNATIVAS COMO ASESORIA A LA EMPRESA  TENER UNA PLATAFORMA UNA CONEXION CON OTRAS EMPRESAS"
"19172"	"axMVY1xfXgaT"	"2019_q2"	6	"MAS CONTACTO FLUIDO EN OFRECER COSAS"
"19173"	"9pkwZssvbAhF"	"2018_q1"	5	"s/c"
"19174"	"i7PSEvNad5lC"	"2018_q1"	1	"CLIENTA SEAPURA Y NODEJADESPEDIRME-"
"19175"	"i7PSEvNad5lC"	"2019_q2"	5	"ENTEL TIENE SERVICIOS EN ALGUNAS LOCALIDADES QUE NO HAY SEÑAL PORQUE SACARON LAS ANTENAS"
"19176"	"i7PSEvNad5lC"	"2019_q1"	5	"S.C."
"19177"	"n05NmtDYzF5R"	"2018_q1"	3	"EN TELEFONOS MOVIL FUNCIONA BIEN Y EN TELEFONOS FIJO ES UN DESASTRE"
"19178"	"n05NmtDYzF5R"	"2018_q1"	3	"EN TELEFONOS MOVIL FUNCIONA BIEN Y EN TELEFONOS FIJO ES UN DESASTRE"
"19179"	"455EcV9E0Rl6"	"2018_q2"	7	"EN CUANTO A LOS PRECIOS (DE OTRA EMPRESA) ESTAN MUY ELEVADOS EN CUANTO A LA COMPETENCIA Y NO PUEDEN SACAR TELEFONOS A COSTO $0.-"
"19180"	"tWOJkaMdnIpB"	"2018_q1"	6	"S C"
"19181"	"tWOJkaMdnIpB"	"2019_q1"	5	"MEJORAR EL SERVICIO DE POST VENTA PORQUE REALICE ALGUNAS SOLICITUDES Y NO HE TENIDO RESPUESTA."
"19182"	"tWOJkaMdnIpB"	"2019_q2"	5	"0"
"19183"	"o8nwS0GDmM7L"	"2018_q1"	4	"SC"
"19184"	"o8nwS0GDmM7L"	"2019_q2"	2	"QUE MI EJECUTIVA ME LLAME , Y SI LLAMO AL CIRCULO DE ATENCION PREFERENTE QUE ,ME RESUELVAN MI PROBLEMA"
"19185"	"nKAAWloz3I9y"	"2019_q1"	6	"poc mass rapido proceso para cambios equipos lento"
"19186"	"nKAAWloz3I9y"	"2018_q2"	6	"MAS PROACTIVOS"
"19187"	"RCamf1CUGm9A"	"2018_q2"	5	"SE PREOCUPEN MAS DE LOS CLIENTES"
"19188"	"RCamf1CUGm9A"	"2019_q1"	5	"-"
"19189"	"AEmlhF6uv7Mb"	"2019_q2"	6	"SIEMPRE ES IMPORTANTE MEJORAR SIEMPRE ESTA EN LA ATENCION PREGUNTANDO POR LOS REQUERIMIENTOS"
"19190"	"AEmlhF6uv7Mb"	"2020_q2"	6	"MEJORAR EL LADO DE LA VELOCIDAD EN QUE RESULELVEN LOS REQUUERIMEINTOS"
"19191"	"AEmlhF6uv7Mb"	"2020_q2"	6	"MEJORAR EL LADO DE LA VELOCIDAD EN QUE RESULELVEN LOS REQUUERIMEINTOS"
"19192"	"AEmlhF6uv7Mb"	"2019_q1"	6	"FUNCIONA BIEN NO TENGO MAYORES APRENCIONES"
"19193"	"AEmlhF6uv7Mb"	"2019_q2"	6	"SIEMPRE ES IMPORTANTE MEJORAR SIEMPRE ESTA EN LA ATENCION PREGUNTANDO POR LOS REQUERIMIENTOS"
"19194"	"AEmlhF6uv7Mb"	"2019_q1"	6	"FUNCIONA BIEN NO TENGO MAYORES APRENCIONES"
"19195"	"AEmlhF6uv7Mb"	"2020_q1"	6	"POR LO GENERAL  EL TEMA DE LA ASISTENCIA ES RAPIDA PERO EL TEMA DE LA EJECUCION SE ENTORPECE UN POCO EN EL SERVICIO FIJO INTERNET"
