encriptado	FECHA_NEGOCIO	SISTEMA	TIPONEGOCIO	GRUPO_NEGOCIO	GRUPO_AFINIDAD	EMPRESA_EJECUTIVO	MODELO_EJECUTIVO	DESC_TIPOCLIENTE	DESC_GRUPOCLIENTE	CODI_PLAN	DESC_PLAN	TIPO_PLAN	TIPO_PLAN_MM	CODI_SUCURSAL	NOMB_SUCURSAL	TIPO_SUCURSAL	ZONA	CIUDAD	CONVERGENCIA	Cargo_Fijo	GRUPO3	GRUPO4	DESCRIPCION_CARGO_SIMPLE	MOVIMIENTO	DIA	MES	ANO	DIA_VENTA	MES_VENTA	ANO_VENTA	CANAL_REASIGNADO	FUNCION_EJECUTIVO	COMPANIA_ORIGEN_PORT_IN	CARGO_FIJO2	ID_DIA
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
M5wrf3jRdvAt	22/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	Entel Call Center	Captura	MEDIO RIESGO A	GRANDES CUENTAS	EPD91	2252 Bam Emp. Extra	OTROS	FU	630	WEB ASISTIDO	WEB EMPRESAS	Santiago	Santiago	NUEVO	30168.0672	BAM	BAM	Web Asistido	Anulaciones	7	julio	2020	22	MAYO	2020	Web Asistido	Ejecutivo	NA	20084.0336	07/07/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	15/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	18	MAYO	2020	15	MAYO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	18/05/2020
u9P2yNlOEqhx	15/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	18	MAYO	2020	15	MAYO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	18/05/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	15/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	18	MAYO	2020	15	MAYO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	18/05/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	02/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	SOC.DE PROF. PYME A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	5	JUNIO	2020	2	JUNIO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	05/06/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	15/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	18	MAYO	2020	15	MAYO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	18/05/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	02/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	SOC.DE PROF. PYME A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	5	JUNIO	2020	2	JUNIO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	05/06/2020
u9P2yNlOEqhx	02/06/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	SOC.DE PROF. PYME A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	5	JUNIO	2020	2	JUNIO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	05/06/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	15/05/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO A	EMPRESAS	EPD52	2199 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	UPSELLING	9235.294118	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	18	MAYO	2020	15	MAYO	2020	Gestor Clientes Empresas	Ejecutivo	NA	8394.958	18/05/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD56	2203 Emp. Extra SIM	SIM Emp	CAP	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	27722.68908	MOVIL	PLAN IM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	15957.9832	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
u9P2yNlOEqhx	26/03/2020	WPE	SUSCRIPCION MASIVA	SUSCRIPCION	00:00	ENTEL	Desarrollo	MEDIO RIESGO B	EMPRESAS	EPD89	2250 Bam Emp. Extra	OTROS	FU	798	GGEE SANTIAGO	DESARROLLO EMPRESA	Santiago	Santiago	CROSS	14201.68067	BAM	BAM	Gestor Clientes Empresas	Anulaciones	3	ABRIL	2020	26	MARZO	2020	Gestor Clientes Empresas	Ejecutivo	NA	9159.6639	03/04/2020
